name,address,city,country,postcode,state,categories,menu item,item value,currency,item description
Austin's Pizza,7301 N Fm 620,Austin,US,78726,TX,"Pizza,Take Out Restaurants,Italian Restaurants,Caterers,Restaurants,Pizza Place",The White Pizza,13.39,USD,"Alfredo sauce, mozzarella, and provolone cheese ."
Sir Pizza,Madison St,Madison,US,,TN,Pizza Place,White Pizza,10,USD,"Provolone cheese, garlic, olive oil, sliced tomatoes (may substitute another topping)"
Milanos Pizza,9822 Libra Ave,Sacramento,US,95827,CA,"Pizza Place,Sacramento Restaurants",Buffalo Chicken Pizza,14.25,USD,
Milanos Pizza,9822 Libra Ave,Sacramento,US,95827,CA,"Pizza Place,Sacramento Restaurants",Carne Pizza,15.5,USD,
Milanos Pizza,9822 Libra Ave,Sacramento,US,95827,CA,"Pizza Place,Sacramento Restaurants",Deluxe Style Pizza,11,USD,
Milanos Pizza,9822 Libra Ave,Sacramento,US,95827,CA,"Pizza Place,Sacramento Restaurants",Hawaiian Pizza,13,USD,
Milanos Pizza,9822 Libra Ave,Sacramento,US,95827,CA,"Pizza Place,Sacramento Restaurants",Pepperoni Pizza Steak,5,USD,
Milanos Pizza,9822 Libra Ave,Sacramento,US,95827,CA,"Pizza Place,Sacramento Restaurants",Pizza Steak,4.5,USD,
Milanos Pizza,9822 Libra Ave,Sacramento,US,95827,CA,"Pizza Place,Sacramento Restaurants",Plain Cheese Pizza,11,USD,
Milanos Pizza,9822 Libra Ave,Sacramento,US,95827,CA,"Pizza Place,Sacramento Restaurants",Primavera Pizza,14,USD,
Milanos Pizza,9822 Libra Ave,Sacramento,US,95827,CA,"Pizza Place,Sacramento Restaurants",Sicilian Style Pizza,14,USD,
Milanos Pizza,9822 Libra Ave,Sacramento,US,95827,CA,"Pizza Place,Sacramento Restaurants",Veggie Pizza,13.5,USD,
Milanos Pizza,9822 Libra Ave,Sacramento,US,95827,CA,"Pizza Place,Sacramento Restaurants",White Pizza,11.5,USD,
Lineage - Permanently Closed,242 Harvard St,Brookline,US,2446,MA,Restaurant,Wood Oven Pizza,14,USD,"house made sausage, pickled onion, broccoli rabe, creamy goat cheese"
Fox's Pizza Den,4921 State Road 26 E,Lafayette,US,47905,IN,"Pizza Place,Pizza,Restaurants,Take Out Restaurants,Fast Food Restaurants,Italian Restaurants,Family Style Restaurants",Cheese Pizza,12.99,USD,
Fox's Pizza Den,4921 State Road 26 E,Lafayette,US,47905,IN,"Pizza Place,Pizza,Restaurants,Take Out Restaurants,Fast Food Restaurants,Italian Restaurants,Family Style Restaurants",Pizzaroni,7.99,USD,
Fox's Pizza Den,4921 State Road 26 E,Lafayette,US,47905,IN,"Pizza Place,Pizza,Restaurants,Take Out Restaurants,Fast Food Restaurants,Italian Restaurants,Family Style Restaurants",Taco Pizza,,,
Fox's Pizza Den,4921 State Road 26 E,Lafayette,US,47905,IN,"Pizza Place,Pizza,Restaurants,Take Out Restaurants,Fast Food Restaurants,Italian Restaurants,Family Style Restaurants",Veggie Pizza,,,
Bronson Strike Zone,717 E Chicago St,Bronson,US,49028,MI,"Batting Cages,Bowling Lanes & Bowling Centers,Bowling Alley,Sports Bar,Arcade",Large Cheese Pizza.,9.99,USD,
Bronson Strike Zone,717 E Chicago St,Bronson,US,49028,MI,"Batting Cages,Bowling Lanes & Bowling Centers,Bowling Alley,Sports Bar,Arcade",Large Supreme Pizza.,14.99,USD,
Bronson Strike Zone,717 E Chicago St,Bronson,US,49028,MI,"Batting Cages,Bowling Lanes & Bowling Centers,Bowling Alley,Sports Bar,Arcade",Small Cheese Pizza,3.99,USD,
Bronson Strike Zone,717 E Chicago St,Bronson,US,49028,MI,"Batting Cages,Bowling Lanes & Bowling Centers,Bowling Alley,Sports Bar,Arcade",Small Supreme Pizza,5.99,USD,
Copeland's Cheescake Bistro,2001 Saint Charles Ave,New Orleans,US,70130,LA,"American Restaurant,Cajun / Creole Restaurant,Bakery",Great Tasting Cheese Pizza,4.95,USD,
Copeland's Cheescake Bistro,2001 Saint Charles Ave,New Orleans,US,70130,LA,"American Restaurant,Cajun / Creole Restaurant,Bakery",Original Herb Cheese Pizza Points,4.99,USD,8 Pizza Points
Uno Pizzeria & Grill,95 Mall Rd Burlington Mall Nordstrom Entrance,Burlington,US,1803,MA,Restaurant,Chicago Classic Deep Dish Pizza,,,
Uno Pizzeria & Grill,95 Mall Rd Burlington Mall Nordstrom Entrance,Burlington,US,1803,MA,Restaurant,Chicken Verde Artisan Crust Pizza,12.49,USD,"Chicken, roasted red peppers, garlic and spinach topped with mozzarella, drizzled with basil pesto"
Uno Pizzeria & Grill,95 Mall Rd Burlington Mall Nordstrom Entrance,Burlington,US,1803,MA,Restaurant,Classic Margherita Artisan Crust Pizza,11.49,USD,
Uno Pizzeria & Grill,95 Mall Rd Burlington Mall Nordstrom Entrance,Burlington,US,1803,MA,Restaurant,Gluten Free Cheese Tomato Thin Crust Pizza,10.99,USD,
Uno Pizzeria & Grill,95 Mall Rd Burlington Mall Nordstrom Entrance,Burlington,US,1803,MA,Restaurant,Gluten Free Pepperoni Thin Crust Pizza,11.99,USD,
Uno Pizzeria & Grill,95 Mall Rd Burlington Mall Nordstrom Entrance,Burlington,US,1803,MA,Restaurant,Gluten Free Veggie Thin Crust Pizza,11.49,USD,
Uno Pizzeria & Grill,95 Mall Rd Burlington Mall Nordstrom Entrance,Burlington,US,1803,MA,Restaurant,Napoli Artisan Crust Pizza,12.49,USD,
Uno Pizzeria & Grill,95 Mall Rd Burlington Mall Nordstrom Entrance,Burlington,US,1803,MA,Restaurant,Pizza Skins,9.99,USD,
Uno Pizzeria & Grill,95 Mall Rd Burlington Mall Nordstrom Entrance,Burlington,US,1803,MA,Restaurant,Prosciutto Arugula Artisan Crust Pizza,12.99,USD,"Prosciutto and roasted red peppers topped with aged white cheddar, mozzarella, parmesan and arugula, drizzled with balsamic glaze"
Dioli's Italian Market,2898 Reynolda Rd,Winston Salem,US,27106,Oldtown,"Mediterranean Restaurants,Restaurants,Bakeries,Delis And Delicatessens,Italian Restaurants,Pizza,Delicatessens,Deli / Bodega,Italian Restaurant",Flatbread Pizza of The Day,7.25,USD,
Dioli's Italian Market,2898 Reynolda Rd,Winston Salem,US,27106,Oldtown,"Mediterranean Restaurants,Restaurants,Bakeries,Delis And Delicatessens,Italian Restaurants,Pizza,Delicatessens,Deli / Bodega,Italian Restaurant",Meatball Pizza,,,
D. Vino Italian Food and Wine Bar - Monte Carlo,3770 Las Vegas Blvd S,Las Vegas,US,89109,NV,Restaurant,Caprese Pizza,14,USD,"Fresh Mozzarella, Slices of Fresh Roma Tomatoes, Zucchini Blossoms, Topped with Fresh Basil Leaves, Dried Oregano, Drizzle of Balsamic Glaze"
Little Italy Pizza,1495 Union Ave,Memphis,US,38104,Mphs,"Pizza Place,Italian Restaurant",White Pizza,8.95,USD,Mozzarella and Ricotta
Mexican Gardens,15950 Eureka Rd,Southgate,US,48195,MI,Mexican Restaurant,Homemade Mexican Pizza,9.99,USD,Your Choice Of Bbq Chicken Or Sante Fe
Mexican Gardens,15950 Eureka Rd,Southgate,US,48195,MI,Mexican Restaurant,Vegetarian Mexican Pizza,9.99,USD,"Our Homemade Flour Tortilla And Specialty Blend Cheese, With Spinach, Tomato, Onion And Green Pepper"
Mi Pal's Deli,2300 S 16th St,Philadelphia,US,19145,PA,"Deli / Bodega,Mediterranean Restaurants,American Restaurants,Deli / Bodega South Philadelphia,Caterers,Restaurants,Sandwich Shops,Bagels,Italian Restaurants,Delicatessens,Health Food Restaurants",Chicken Pizza Steak,6.95,USD,
Mi Pal's Deli,2300 S 16th St,Philadelphia,US,19145,PA,"Deli / Bodega,Mediterranean Restaurants,American Restaurants,Deli / Bodega South Philadelphia,Caterers,Restaurants,Sandwich Shops,Bagels,Italian Restaurants,Delicatessens,Health Food Restaurants",Pepperoni Chicken Pizza Steak,6.95,USD,
Mi Pal's Deli,2300 S 16th St,Philadelphia,US,19145,PA,"Deli / Bodega,Mediterranean Restaurants,American Restaurants,Deli / Bodega South Philadelphia,Caterers,Restaurants,Sandwich Shops,Bagels,Italian Restaurants,Delicatessens,Health Food Restaurants",Pepperoni Pizza Burger,3.95,USD,
Mi Pal's Deli,2300 S 16th St,Philadelphia,US,19145,PA,"Deli / Bodega,Mediterranean Restaurants,American Restaurants,Deli / Bodega South Philadelphia,Caterers,Restaurants,Sandwich Shops,Bagels,Italian Restaurants,Delicatessens,Health Food Restaurants",Pepperoni Pizza Pretzel,1.5,USD,
Mi Pal's Deli,2300 S 16th St,Philadelphia,US,19145,PA,"Deli / Bodega,Mediterranean Restaurants,American Restaurants,Deli / Bodega South Philadelphia,Caterers,Restaurants,Sandwich Shops,Bagels,Italian Restaurants,Delicatessens,Health Food Restaurants",Pepperoni Pizza Steak,6.95,USD,
Mi Pal's Deli,2300 S 16th St,Philadelphia,US,19145,PA,"Deli / Bodega,Mediterranean Restaurants,American Restaurants,Deli / Bodega South Philadelphia,Caterers,Restaurants,Sandwich Shops,Bagels,Italian Restaurants,Delicatessens,Health Food Restaurants",Pizza Burger,3.95,USD,
Mi Pal's Deli,2300 S 16th St,Philadelphia,US,19145,PA,"Deli / Bodega,Mediterranean Restaurants,American Restaurants,Deli / Bodega South Philadelphia,Caterers,Restaurants,Sandwich Shops,Bagels,Italian Restaurants,Delicatessens,Health Food Restaurants",Pizza Fries,3.95,USD,
Mi Pal's Deli,2300 S 16th St,Philadelphia,US,19145,PA,"Deli / Bodega,Mediterranean Restaurants,American Restaurants,Deli / Bodega South Philadelphia,Caterers,Restaurants,Sandwich Shops,Bagels,Italian Restaurants,Delicatessens,Health Food Restaurants",Pizza Pretzel,1.25,USD,
Mi Pal's Deli,2300 S 16th St,Philadelphia,US,19145,PA,"Deli / Bodega,Mediterranean Restaurants,American Restaurants,Deli / Bodega South Philadelphia,Caterers,Restaurants,Sandwich Shops,Bagels,Italian Restaurants,Delicatessens,Health Food Restaurants",Pizza Roll,1.75,USD,
Mi Pal's Deli,2300 S 16th St,Philadelphia,US,19145,PA,"Deli / Bodega,Mediterranean Restaurants,American Restaurants,Deli / Bodega South Philadelphia,Caterers,Restaurants,Sandwich Shops,Bagels,Italian Restaurants,Delicatessens,Health Food Restaurants",Pizza Steak,6.95,USD,
Supreme Roast Beef & Sea Food,18 Maple St,Danvers,US,1923,MA,"Greek Restaurant and Fast Food Restaurant,Greek Restaurant,Fast Food Restaurant",Pizza Roll,1.85,USD,
Rosa Ii Pizzeria & Restaurant,7559 Metropolitan Ave,Middle Village,US,11379,Elmhurst,Pizza Place,Pizza Dough,2.5,USD,
Rosa Ii Pizzeria & Restaurant,7559 Metropolitan Ave,Middle Village,US,11379,Elmhurst,Pizza Place,Round Pizza By The Slice,1.75,USD,
Taco Pronto,8385 W 21st St N,Wichita,US,67205,KS,"Mexican Restaurant,Fast Food Restaurant",Taco Pizza,1.99,USD,"Ground beef, melted cheddar cheese and your choice of sauce on a fried corn shell topped with green olives."
Tre Restaurant & Wine Bar,173 Ludlow St,New York,US,10002,New York City,"Restaurant,Italian Restaurant,Italian Restaurant and Breakfast Spot,Breakfast Spot,Italian Restaurant and Breakfast Spot Lower East Side",Vegetarian Pizza,,,
Tilted Kilt Mission Valley,1640 Camino Del Rio N,San Diego,US,92108,CA,"Pub,Bar,Sports Bar",Byop (build Your Own Pizza),,,Start out with the classic flatbread pizza (your choice of sauce and mozzarella cheese)
Gran Morsi,22 Warren St,New York,US,10007,Manhattan,"Restaurant,Italian Restaurant",Arugula Pizza (seasonal),14,USD,
Gran Morsi,22 Warren St,New York,US,10007,Manhattan,"Restaurant,Italian Restaurant",Autumn Pizza (seasonal),14,USD,"Butternut squash, roasted brussels sprouts and bacon."
Gran Morsi,22 Warren St,New York,US,10007,Manhattan,"Restaurant,Italian Restaurant",Bronx Bomber Pizza,14,USD,"Mortadella, genoa salami, soppressata and provolone cheese."
Gran Morsi,22 Warren St,New York,US,10007,Manhattan,"Restaurant,Italian Restaurant",Bruha Pizza,14,USD,"Butternut squash, ricotta cheese and sage."
Gran Morsi,22 Warren St,New York,US,10007,Manhattan,"Restaurant,Italian Restaurant",Carne Pizza,14,USD,"Sausage, rabe and ricotta cheese."
Gran Morsi,22 Warren St,New York,US,10007,Manhattan,"Restaurant,Italian Restaurant",Fennel Pizza (seasonal),14,USD,"Crispy prosciutto chips, ricotta cheese, rosemary and artichokes."
Gran Morsi,22 Warren St,New York,US,10007,Manhattan,"Restaurant,Italian Restaurant",Formaggi Pizza,14,USD,"Ricotta, mozzarella and pecorino cheeses."
Gran Morsi,22 Warren St,New York,US,10007,Manhattan,"Restaurant,Italian Restaurant",Funghi Pizza,14,USD,"Wild mushrooms, grilled portobellos and smoked mozzarella cheese."
Gran Morsi,22 Warren St,New York,US,10007,Manhattan,"Restaurant,Italian Restaurant",Margherita Pizza,14,USD,"Mozzarella cheese, marinara and basil."
Gran Morsi,22 Warren St,New York,US,10007,Manhattan,"Restaurant,Italian Restaurant",Nutella Pizza,8,USD,
Gran Morsi,22 Warren St,New York,US,10007,Manhattan,"Restaurant,Italian Restaurant",Pesto Pizza (seasonal),14,USD,"Artichokes, fresh tomatoes and parmesan cheese."
Kennebunk House Of Pizza,5 York St,Kennebunk,US,4043,ME,"Restaurants,Italian Restaurants,Pizza,Pizza Place",Chicken Supreme Pizza,18.6,USD,Large
Kennebunk House Of Pizza,5 York St,Kennebunk,US,4043,ME,"Restaurants,Italian Restaurants,Pizza,Pizza Place",Loaded Steak Pizza,17.95,USD,
The Fire Den,1231 Park St,Alameda,US,94501,CA,"Sports Bar,Bar,Sports Bar and Bar,Sports Bar and Bar East End",Arthichoke Heart Chicken Pizza,23.99,USD,
The Fire Den,1231 Park St,Alameda,US,94501,CA,"Sports Bar,Bar,Sports Bar and Bar,Sports Bar and Bar East End",Bbq Chicken Pizza,23.99,USD,
The Fire Den,1231 Park St,Alameda,US,94501,CA,"Sports Bar,Bar,Sports Bar and Bar,Sports Bar and Bar East End",Combination Pizza,23.99,USD,
The Fire Den,1231 Park St,Alameda,US,94501,CA,"Sports Bar,Bar,Sports Bar and Bar,Sports Bar and Bar East End",Create Your Own Pizza,,,
The Fire Den,1231 Park St,Alameda,US,94501,CA,"Sports Bar,Bar,Sports Bar and Bar,Sports Bar and Bar East End",Fire Den Supreme Pizza,23.99,USD,
The Fire Den,1231 Park St,Alameda,US,94501,CA,"Sports Bar,Bar,Sports Bar and Bar,Sports Bar and Bar East End",Garlic Chicken Pizza,23.99,USD,
The Fire Den,1231 Park St,Alameda,US,94501,CA,"Sports Bar,Bar,Sports Bar and Bar,Sports Bar and Bar East End",Greek Chicken Pizza,23.99,USD,
The Fire Den,1231 Park St,Alameda,US,94501,CA,"Sports Bar,Bar,Sports Bar and Bar,Sports Bar and Bar East End",Hawaiian Pizza,23.99,USD,
The Fire Den,1231 Park St,Alameda,US,94501,CA,"Sports Bar,Bar,Sports Bar and Bar,Sports Bar and Bar East End",Italian Pizza,23.99,USD,
The Fire Den,1231 Park St,Alameda,US,94501,CA,"Sports Bar,Bar,Sports Bar and Bar,Sports Bar and Bar East End",Pesto Chicken Pizza,23.99,USD,
The Fire Den,1231 Park St,Alameda,US,94501,CA,"Sports Bar,Bar,Sports Bar and Bar,Sports Bar and Bar East End",Pesto Sauce Pizza (vegetarian),23.99,USD,
The Fire Den,1231 Park St,Alameda,US,94501,CA,"Sports Bar,Bar,Sports Bar and Bar,Sports Bar and Bar East End",Pizza Special,8.99,USD,
The Fire Den,1231 Park St,Alameda,US,94501,CA,"Sports Bar,Bar,Sports Bar and Bar,Sports Bar and Bar East End",Vegetarian Pizza,23.99,USD,
Russo's Pizza,1760 44th St S W,Wyoming,US,49519,MI,"Pizza Place,Italian Restaurant,Salad Place,Restaurant",Pizza Sub,,,
Russo's Pizza,1760 44th St S W,Wyoming,US,49519,MI,"Pizza Place,Italian Restaurant,Salad Place,Restaurant",Taco Pizza,12.25,USD,
Kyoto Sushi,153 11 Union Tpke,Flushing,US,11367,Queens,"Sushi Restaurant, Asian Restaurant, and Japanese Restaurant Northeastern Queens,Restaurants,Japanese Restaurant,Asian Restaurant,Sushi Restaurant,Locksmiths",Spicy Tuna Pizza or Spicy Salmon Pizza,12.95,USD,
Booies Pizza,653 W 26th St,Erie,US,16508,PA,"Caterers,Carry-out food,Karaoke,Pizza,Restaurants,American restaurants,Cafeteria restaurants,Italian restaurants,Sandwiches,Catering,Sandwich Shops,Food Delivery Service,Take Out Restaurants,Cafeteria,Pizza Place",Pizza,5.99,USD,
Patsy's Pizzeria,801 2nd Ave,New York,US,10017,Manhattan,restaurant,Cheese Pizza,17,USD,
Fazoli's,315 S College Mall Rd,Bloomington,US,47401,IN,"Italian Restaurant,Fast Food Restaurant",Pizza Slice,4,USD,Cheese or Pepperoni
Fazoli's,315 S College Mall Rd,Bloomington,US,47401,IN,"Italian Restaurant,Fast Food Restaurant",Whole Pizza,11,USD,Cheese or Pepperoni
Paisans Pizza - Berwyn,6226 W Ogden,Berwyn,US,60402,IL,Restaurant,Famous Paisans Pizza Sauce Quart,,,
Paisans Pizza - Berwyn,6226 W Ogden,Berwyn,US,60402,IL,Restaurant,Four 18 Pizzas,,,"(two toppings each), 60 Wings and Four 2 liters of Soda."
Paisans Pizza - Berwyn,6226 W Ogden,Berwyn,US,60402,IL,Restaurant,Gluten Free Pizza,,,
The Italian Oven,623 Highland Ave,Connellsville,US,15425,S Connelsvl,Italian Restaurant,Pizza Fries,6.99,USD,"Our pizza dough stuffed with pepperoni, cheese and seasonings deep fried to a golden brown."
Pagliacci Pizza,13005 N E 70th Pl,Kirkland,US,98033,Juanita,Pizza Place,The Original Cheese Pizza,,,With tomato sauce or fresh garlic and olive oil and add the toppings you select for your own pizza combination.
The Melting Pot - White Plains,30 Mamaroneck Ave,White Plains,US,10601,NY,Restaurant,Chicago Deep Dish Pizza,,,
The Melting Pot - White Plains,30 Mamaroneck Ave,White Plains,US,10601,NY,Restaurant,Pizza Topping Dippers,,,
Oh' Brian's on the Green,1300 Raritan Rd,Clark,US,7066,NJ,"Gastropub,Latin American Restaurants,Bars,American Restaurants,Restaurant,Brew Pubs,Caterers,Restaurants,Night Clubs,Family Style Restaurants,Bar & Grills,Mexican Restaurants,Taverns",The Reuben Pizza,13,USD,"shredded mozzarella, corned beef, russian dressing"
Oh' Brian's on the Green,1300 Raritan Rd,Clark,US,7066,NJ,"Gastropub,Latin American Restaurants,Bars,American Restaurants,Restaurant,Brew Pubs,Caterers,Restaurants,Night Clubs,Family Style Restaurants,Bar & Grills,Mexican Restaurants,Taverns",White Pizza,13,USD,
Baldinelli Pizza,12326 W 143rd St,Homer Glen,US,,IL,"Pizza,Restaurants,Pizza Place",Four Pig Pizza,,,
Baldinelli Pizza,12326 W 143rd St,Homer Glen,US,,IL,"Pizza,Restaurants,Pizza Place",Pizza Bread,3.75,USD,
Valley Lahvosh Baking,502 M St,Fresno,US,,CA,"Bakery,Bakeries,Wholesale Bakeries,Cookies & Crackers,Restaurants",Classic Pepperoni Lahvosh Pizza,,,
Cristy's Pizza,1001 S Main St,Baltimore,US,43105,OH,"Pizza Place,Pizza,Sandwich Shops,Italian Restaurants,Delicatessens,Restaurants",Blt Pizza,,,"Crisp bacon, provolone, tomato sauce, tomato, lettuce, miracle whip"
Cristy's Pizza,1001 S Main St,Baltimore,US,43105,OH,"Pizza Place,Pizza,Sandwich Shops,Italian Restaurants,Delicatessens,Restaurants",Create Your Own Pizza,,,
Cristy's Pizza,1001 S Main St,Baltimore,US,43105,OH,"Pizza Place,Pizza,Sandwich Shops,Italian Restaurants,Delicatessens,Restaurants",Margherita Pizza,,,
Cristy's Pizza,1001 S Main St,Baltimore,US,43105,OH,"Pizza Place,Pizza,Sandwich Shops,Italian Restaurants,Delicatessens,Restaurants",Margherita Pizza (on Honey Wheat Dough),15.3,USD,
Cristy's Pizza,1001 S Main St,Baltimore,US,43105,OH,"Pizza Place,Pizza,Sandwich Shops,Italian Restaurants,Delicatessens,Restaurants",New York Style Pizza,,,
Cristy's Pizza,1001 S Main St,Baltimore,US,43105,OH,"Pizza Place,Pizza,Sandwich Shops,Italian Restaurants,Delicatessens,Restaurants",Philly Cheese Steak Pizza,,,
Cristy's Pizza,1001 S Main St,Baltimore,US,43105,OH,"Pizza Place,Pizza,Sandwich Shops,Italian Restaurants,Delicatessens,Restaurants",Pizza,5.95,USD,
Cristy's Pizza,1001 S Main St,Baltimore,US,43105,OH,"Pizza Place,Pizza,Sandwich Shops,Italian Restaurants,Delicatessens,Restaurants",Rolled Pizza Bites 10,5.95,USD,
Cristy's Pizza,1001 S Main St,Baltimore,US,43105,OH,"Pizza Place,Pizza,Sandwich Shops,Italian Restaurants,Delicatessens,Restaurants",Veggie Pizza (on Honey Wheat Dough),16.2,USD,
Steinway Pizza,3151 Steinway St,Astoria,US,11103,Queens,Pizza Place,Caeser Sald Pizza,18.5,USD,"Grilled chicken, roman lettuce, groutons, caeser salad dressin"
Steinway Pizza,3151 Steinway St,Astoria,US,11103,Queens,Pizza Place,Caprese Pizza,20,USD,
Steinway Pizza,3151 Steinway St,Astoria,US,11103,Queens,Pizza Place,Grandma Pizza (round or Square),17,USD,"Fresh mozzarella, garlic tomato, and basil"
Steinway Pizza,3151 Steinway St,Astoria,US,11103,Queens,Pizza Place,Hawaiian Pizza,19,USD,"Ham, cheese and Pineapple"
Steinway Pizza,3151 Steinway St,Astoria,US,11103,Queens,Pizza Place,Pizza Primavera,16,USD,"Fresh zucchini, onions , tomatoes, mushrooms"
Steinway Pizza,3151 Steinway St,Astoria,US,11103,Queens,Pizza Place,Pizza Upside Down,16,USD,
Steinway Pizza,3151 Steinway St,Astoria,US,11103,Queens,Pizza Place,Pizza Vodka Sauce,16,USD,Vodka sauce
Steinway Pizza,3151 Steinway St,Astoria,US,11103,Queens,Pizza Place,Pizza White,18,USD,
Steinway Pizza,3151 Steinway St,Astoria,US,11103,Queens,Pizza Place,Regular Chicken Pizza,19,USD,
Steinway Pizza,3151 Steinway St,Astoria,US,11103,Queens,Pizza Place,Taco Pizza,20,USD,
Potbelly Sandwich Shop,Midway Airport,Chicago,US,60638,Forest View,wich Place,Pizza Sandwich,5.55,USD,"Pepperoni, marinara sauce, provolone cheese, mushrooms and italian seasoning"
Charlies American Grill & Spirits,701 Gordon Dr,Sioux City,US,51101,IA,"American Restaurant and Bar,American Restaurant,Bar",Pizza,,,With fresh fruit
Cafe Veloce,12514 120th Ave N E,Kirkland,US,98034,Kingsgate,"italian restaurant,Italian Restaurant, Pizza Place, and Wine Bar,Restaurant",Moped Pizza,10,USD,
Hungry Howie's Pizza,1909 E Ray Rd,Chandler,US,85225,AZ,"Pizza Place,Pizza,Restaurants,Take Out Restaurants",Bacon Cheddar Burger Pizza,7,USD,
Hungry Howie's Pizza,1909 E Ray Rd,Chandler,US,85225,AZ,"Pizza Place,Pizza,Restaurants,Take Out Restaurants",Create Pizza,3,USD,
Hungry Howie's Pizza,1909 E Ray Rd,Chandler,US,85225,AZ,"Pizza Place,Pizza,Restaurants,Take Out Restaurants",Howie Maui Pizza,7,USD,
Hungry Howie's Pizza,1909 E Ray Rd,Chandler,US,85225,AZ,"Pizza Place,Pizza,Restaurants,Take Out Restaurants",Howie Special Pizza,7,USD,
Hungry Howie's Pizza,1909 E Ray Rd,Chandler,US,85225,AZ,"Pizza Place,Pizza,Restaurants,Take Out Restaurants",Large Pepperoni Plus Pizza,12,USD,Loaded with Extra Pepperoni and Extra Mozzarella Cheese.
Hungry Howie's Pizza,1909 E Ray Rd,Chandler,US,85225,AZ,"Pizza Place,Pizza,Restaurants,Take Out Restaurants",Large The Works Pizza,15,USD,
Hungry Howie's Pizza,1909 E Ray Rd,Chandler,US,85225,AZ,"Pizza Place,Pizza,Restaurants,Take Out Restaurants",Meat Eaters Pizza,8,USD,
Hungry Howie's Pizza,1909 E Ray Rd,Chandler,US,85225,AZ,"Pizza Place,Pizza,Restaurants,Take Out Restaurants",Medium Cheese Pizza,5,USD,
Hungry Howie's Pizza,1909 E Ray Rd,Chandler,US,85225,AZ,"Pizza Place,Pizza,Restaurants,Take Out Restaurants",Philly Cheesesteak Pizza,8,USD,
Hungry Howie's Pizza,1909 E Ray Rd,Chandler,US,85225,AZ,"Pizza Place,Pizza,Restaurants,Take Out Restaurants",Pizza Dipping Sauce Cup,0.59,USD,
Hungry Howie's Pizza,1909 E Ray Rd,Chandler,US,85225,AZ,"Pizza Place,Pizza,Restaurants,Take Out Restaurants",Pizza Sub,3,USD,
Hungry Howie's Pizza,1909 E Ray Rd,Chandler,US,85225,AZ,"Pizza Place,Pizza,Restaurants,Take Out Restaurants",Pizza Sub Deluxe,4,USD,
Hungry Howie's Pizza,1909 E Ray Rd,Chandler,US,85225,AZ,"Pizza Place,Pizza,Restaurants,Take Out Restaurants",The Works Pizza,8,USD,
Hungry Howie's Pizza,1909 E Ray Rd,Chandler,US,85225,AZ,"Pizza Place,Pizza,Restaurants,Take Out Restaurants",Veggie Pizza,7,USD,"Mushroom, Slivered Onion, Green Pepper, Black Olive, Sliced Tomato and Mozzarella Cheese."
Tony Soprano's Pizza,3747 Church Rd,Mount Laurel,US,8054,Mount Laurel Township,"Restaurants,Italian Restaurants,Pizza,Pizza Place",Pizza Fries,4.99,USD,
Pie In The Sky,267 Swanton Rd,Saint Albans,US,5478,St Albans,"Restaurants,Pizza,Delicatessens",Cheese Pizza,6.95,USD,"Garlic (no charge) , carrots, bacon, mushrooms, onions, sauteed onions, green peppers, fresh tomatoes, broccoli, black olives, pepperocini, hot pepper rings, pineapple, pepperoni, sausage, ham, meatball, vermont cheddar, ricotta blend, extra cheese, anchovies."
Mellow Mushroom Pizza Bakers,1201 16th St,Denver,US,80202,CO,"Pizza Place, Bar, and Sports Bar LoDo,American Restaurant,Coffee Shop LoDo,Restaurants,Pizza Place, Bar, and Sports Bar,Pizza Place LoDo,Bakeries,Restaurant,American Restaurant LoDo,Bar,Dessert Shops,Pizza Place,Sports Bar,Burger Joint, American Restaurant, and Fast Food Restaurant LoDo",B.b.q. Chicken Pizza,12.95,USD,"Mozzarella, fontina, red onion and cilantro"
Mellow Mushroom Pizza Bakers,1201 16th St,Denver,US,80202,CO,"Pizza Place, Bar, and Sports Bar LoDo,American Restaurant,Coffee Shop LoDo,Restaurants,Pizza Place, Bar, and Sports Bar,Pizza Place LoDo,Bakeries,Restaurant,American Restaurant LoDo,Bar,Dessert Shops,Pizza Place,Sports Bar,Burger Joint, American Restaurant, and Fast Food Restaurant LoDo",Build Your Own Pizza,,,
Mellow Mushroom Pizza Bakers,1201 16th St,Denver,US,80202,CO,"Pizza Place, Bar, and Sports Bar LoDo,American Restaurant,Coffee Shop LoDo,Restaurants,Pizza Place, Bar, and Sports Bar,Pizza Place LoDo,Bakeries,Restaurant,American Restaurant LoDo,Bar,Dessert Shops,Pizza Place,Sports Bar,Burger Joint, American Restaurant, and Fast Food Restaurant LoDo",Cheese Pizza,10.95,USD,
Mellow Mushroom Pizza Bakers,1201 16th St,Denver,US,80202,CO,"Pizza Place, Bar, and Sports Bar LoDo,American Restaurant,Coffee Shop LoDo,Restaurants,Pizza Place, Bar, and Sports Bar,Pizza Place LoDo,Bakeries,Restaurant,American Restaurant LoDo,Bar,Dessert Shops,Pizza Place,Sports Bar,Burger Joint, American Restaurant, and Fast Food Restaurant LoDo",French Bread Pizza,,,
